card_name	count
Archfiend Giant	10
Baxia, Brightness of the Yang Zing	10
Phonon Pulse Dragon	10
Yazi, Evil of the Yang Zing	10
Brotherhood of the Fire Fist - Horse Prince	10
Brotherhood of the Fire Fist - Lion Emperor	10
Black Dragon Collapserpent	10
Eclipse Wyvern	10
Rainbow Kuriboh	10
El Shaddoll Wendigo	10
Elemental Recharge	10
Evilswarm Thanatos	10
Where Arf Thou?	10
Field-Commander Rahz	10
Vanity's Ruler	10
Influence Dragon	10
D.D. Sprite	10
Mecha Phantom Beast Warbluran	10
Puralis, the Purple Pyrotile	10
Number 54: Lion Heart	10
Goka, the Pyre of Malice	10
Lavalval Dragun	10
Madolche Marmalmaide	10
Eagle Eye	10
Harpie Lady Phoenix Formation	10
Abyss-squall	10
Abyss-scorn	10
Morphtronics, Scramble!	10
Shark Caesar	10
Ojamuscle	10
Tripod Fish	10
Drill Barnacle	10
Xyz Reception	10
Throwstone Unit	10
Assault Mercenary	10
Satellarknight Capella	10
Satellarknight Procyon	10
Satellarknight Rigel	10
Reversal Quiz	10
Gadget Soldier	10
Vampire Dragon	10
Toy Magician	10
Shooting Quasar Dragon	10
General Gantala of the Ice Barrier	10
Magic Triangle of the Ice Barrier	10
Meklord Factory	10
Bicular	10
D/D/D Duo-Dawn King Kali Yuga	10
Superheavy Samurai Big Waraji	10
Gem-Elephant	10
Jam Defender	10
Twilight Ninja Getsuga, the Shogun	10
Evilswarm Ketos	10
D.D. Jet Iron	10
Blood Mefist	10
Dododo Warrior	10
Super Rejuvenation	10
Raidraptor - Ultimate Falcon	10
Frightfur Fusion	10
Escher the Frost Vassal	10
Chronomaly Mud Golem	10
Heraldry Record	10
The Phantom Knights of Break Sword	10
Attack Reflector Unit	10
Cybernetic Hidden Technology	10
Soprano the Melodious Songstress	10
Fiber Jar	10
Ally Mind	10
Red Wyvern	10
Bri Synchron	10
A/D Changer	10
Frozen Fitzgerald	10
Ancient Gear Wyvern	10
D/D Proud Chevalier	10
One-Shot Wand	10
Red Resonator	10
Gigastone Omega	10
Masked HERO Goka	10
Masked HERO Vapor	10
Lucky Cloud	10
Borreload Savage Dragon	10
Dimension Slice	10
Mecha Phantom Beast Blue Impala	10
Missus Radiant	10
Trickstar Reincarnation	10
Chronomaly Gordian Knot	10
Battlin' Boxer Rabbit Puncher	10
Number 73: Abyss Splash	10
Rank-Up-Magic Quick Chaos	10
Phantom Dragon	10
Special Schedule	10
Magic Hand	10
Amarylease	10
Vylon Omega	10
Evilswarm Azzathoth	10
Broken Bamboo Sword	10
Branch!	10
Raigeki Bottle	10
Dododo Bot	10
Satellarknight Zefrathuban	10
Stellarknight Zefraxciton	10
Evo-Price	10
Evo-Singularity	10
Gladiator Beast's Respite	10
Ritual Beast Tamer Lara	10
Contact with Gusto	10
Yamato-no-Kami	10
Worm Rakuyeh	10
Revival Golem	10
Coach Captain Bearman	10
Laval Warrior	10
Cyber Dinosaur	10
Dragunity Partisan	10
Eye of the Void	10
Pharaoh's Servant	10
Chaos Form	10
Flying Saucer Muusik'i	10
D.3.S. Frog	10
Mazera DeVille	10
Cyber Angel Benten	10
Cyber Angel Idaten	10
Nightmare Horse	10
Lucky Pied Piper	10
Yata-Garasu	10
Maju Garzett	10
Alien Psychic	10
Gladiator Beast Secutor	10
Rainbow Life	10
Damage Translation	10
Hydro Pressure Cannon	10
A Major Upset	10
Master Gig	10
Naturia Hydrangea	10
Swiftstrike Armor	10
By Order of the Emperor	10
Ultimate Axon Kicker	10
Neo Flamvell Sabre	10
Wattjustment	10
Energy Bravery	10
Fenghuang	10
Gladiator Beast Lanista	10
Cross Counter	10
Wattmole	10
Riryoku Field	10
Saber Shark	10
Pulling the Rug	10
Dark World Grimoire	10
Spell Reclamation	10
Garlandolf, King of Destruction	10
Core Reinforcement	10
Iron Core Luster	10
Psychic Soul	10
Sweet Corn	10
Jurrac Iguanon	9
Sauropod Brachion	9
Vylon Charger	9
Chain Burst	9
Karakuri Bushi mdl 6318 "Muzanichiha"	9
Dimension Jar	9
Chaos Burst	9
Revival Gift	9
Snake Fang	9
Morphtronic Monitron	9
Horn of Light	9
Miniaturize	9
Blast Magician	9
Meteor Flare	9
Miracle Locus	9
Seven Swords Warrior	9
Beast Fangs	9
Dig Beak	9
Dragon Piper	9
Kamakiriman	9
Puppet King	9
Tao the Chanter	9
Sky Dragon	9
Ansatsu	9
Blue-Winged Crown	9
Wetha	9
Liquid Beast	9
Machine Attacker	9
Tyhone #2	9
Togex	9
Warrior Elimination	9
Skullbird	9
Charubin the Fire Knight	9
Spike Seadra	9
Ray & Temperature	9
Spirit of the Mountain	9
Bixi, Water of the Yang Zing	9
Suanni, Fire of the Yang Zing	9
Unmasked Dragon	9
Bujingi Turtle	9
Bujintei Tsukuyomi	9
Mask Charge	9
Masked HERO Acid	9
Dragon Ice	9
Resonant Destruction	9
Darkflare Dragon	9
Atlantean Attack Squad	9
Chthonian Soldier	9
Sinister Shadow Games	9
Elemental HERO Phoenix Enforcer	9
Elemental HERO Shining Phoenix Enforcer	9
Gagaga Clerk	9
Xyz Revenge	9
Smoke Grenade of the Thief	9
Dragard	9
Draconnection	9
Hieratic Seal From the Ashes	9
Milla the Temporal Magician	9
Monster Slots	9
Shapesister	9
Photon Circle	9
Photon Slasher	9
Neo Flamvell Hedgehog	9
Madolche Nights	9
Magicat	9
Tuned Magician	9
Mermail Abyssdine	9
Mermail Abyssturge	9
Karakuri Barrel mdl 96 "Shinkuro"	9
Lady of the Lake	9
Noble Knights of the Round Table	9
Oh F!sh!	9
Shark Fortress	9
Reverse Breaker	9
Energy Drain	9
Sergeant Electro	9
Dicephoon	9
Farfa, Malebranche of the Burning Abyss	9
Rubic, Malebranche of the Burning Abyss	9
Scarm, Malebranche of the Burning Abyss	9
Bound Wand	9
Zenmairch	9
Silver Sentinel	9
ZW - Ultimate Shield	9
Sonic Warrior	9
Deepsea Macrotrema	9
Nekroz of Valkyrus	9
Reboot	9
Biofalcon	9
Saambell the Summoner	9
Spellbook Library of the Crescent	9
Infestation Tool	9
Lunalight Tiger	9
Lunalight Wolf	9
D/D Pandora	9
D/D/D Marksman King Tell	9
Superheavy Samurai Prepped Defense	9
Superheavy Samurai General Coral	9
Superheavy Samurai General Jade	9
Superheavy Samurai Beast Kyubi	9
Bone Crusher	9
Pain Painter	9
Gem-Knight Sardonyx	9
Brilliant Fusion	9
Rafflesia Seduction	9
Reptilianne Poison	9
Igknight Crusader	9
Igknight Gallant	9
Igknight Margrave	9
Igknight Squire	9
Igknight Veteran	9
Darkness Destroyer	9
Mystical Refpanel	9
Blade Bounzer	9
Goyo Defender	9
Karakuri Muso mdl 818 "Haipa"	9
Evigishki Gustkraken	9
Arcana Force XVIII - The Moon	9
Constellar Aldebaran	9
Constellar Antares	9
Rabidragon	9
Artifact Scythe	9
Creeping Darkness	9
Raidraptor - Fiend Eagle	9
Necro Fleur	9
Sorciere de Fleur	9
Edge Imp Chain	9
Suture Rebirth	9
Frightfur Sheep	9
Domain of the True Monarchs	9
The Fountain in the Sky	9
Gladiator Beast Spartacus	9
The Phantom Knights of Ancient Cloak	9
The Phantom Knights of Ragged Gloves	9
The Phantom Knights of Silent Boots	9
Phantom Knights' Fog Blade	9
Performapal Bowhopper	9
Cyber Laser Dragon	9
Schuberta the Melodious Maestra	9
Nitro Unit	9
Fatal Abacus	9
Next to be Lost	9
Time Seal	9
Darklord Edeh Arae	9
The Fang of Critias	9
43892408	9
Fairy's Hand Mirror	9
Cyber Soldier of Darkworld	9
Yellow Luster Shield	9
Drill Synchron	9
Blackwing - Calima the Haze	9
Reptilianne Rage	9
Dark Spider	9
Mirror Resonator	9
Stardust Phantom	9
Divine Relic Mjollnir	9
Ancient Gear Hunting Hound	9
D/D Savant Newton	9
D/D/D Doom King Armageddon	9
Predaplant Chlamydosundew	9
Predaplant Cordyceps	9
Predaplant Flytrap	9
Raidraptor - Sharp Lanius	9
Rank-Up-Magic Revolution Force	9
Rank-Up-Magic Skip Force	9
Overlay Capture	9
Red Sprinter	9
Saber Reflection	9
Rainbow Path	9
Sinister Seeds	9
Pikari @Ignister	9
Achichi @Ignister	9
Hiyari @Ignister	9
Altergeist Multifaker	9
Altergeist Marionetter	9
Back to the Front	9
Aromaseraphy Angelica	9
Dried Winds	9
Protron	9
Dragunity Brandistock	9
Gouki Headbatt	9
Gouki Octostretch	9
Gouki Suprex	9
Gouki Twistcobra	9
Gouki The Great Ogre	9
Mistar Boy	9
Hip Hoshiningen	9
Elemental HERO Blazeman	9
Heraldic Beast Berners Falcon	9
Mythic Tree Dragon	9
Creeping Doom Manta	9
Chronomaly Nebra Disk	9
Gimmick Puppet Des Troy	9
Gorgonic Cerberus	9
Gorgonic Golem	9
Heroic Advance	9
Don Thousand's Throne	9
Express Train Trolley Olley	9
ZW - Asura Strike	9
Elemental HERO Ice Edge	9
Vylon Hept	9
Vylon Ohm	9
Vylon Sphere	9
Xyz Override	9
Pendulum Back	9
The Monarchs Awaken	9
Gottoms' Second Call	9
Fabled Ashenveil	9
Pyrotech Mech - Shiryu	9
Memory of an Adversary	9
Evilswarm Obliviwisp	9
Vylon Tetra	9
Ritual Beast Tamer Zefrawendi	9
Shaddoll Zefracore	9
Shaddoll Zefranaga	9
Zefraxa, Flame Beast of the Nekroz	9
Zefra Divine Strike	9
Red Sparrow Summoner	9
Evoltile Gephyro	9
Madolche Anjelly	9
Inzektor Ant	9
Void Ogre Dragon	9
Ritual Beast's Bond	9
Ritual Beast Ambush	9
Ritual Beast Steeds	9
Ghostrick Doll	9
Cracking	9
Number C9: Chaos Dyson Sphere	9
Infernoid Attondel	9
Void Expansion	9
Mask of Dispel	9
Fire Sorcerer	9
Rock Spirit	9
Spirit of the Winds	9
Fairy of the Fountain	9
Coach Goblin	9
Checkmate	9
Fushi No Tori	9
Life Equalizer	9
Venom Burn	9
Grass Phantom	9
Silent Abyss	9
Raging Cloudian	9
Berserker Soul	9
King Pyron	9
Fabled Miztoji	9
Divine Grace - Northwemko	9
Ritual of Grace	9
Wattcancel	9
Spatial Collapse	9
Steelswarm Genome	9
Ruffian Railcar	9
Djinn Prognosticator of Rituals	9
Tachyon Transmigration	9
Gishki Noellia	9
Heraldic Beast Amphisbaena	9
Eliminating the League	9
Counter Counter	9
Koa'ki Meiru Tornado	9
Koa'ki Meiru Crusader	9
Koa'ki Meiru Urnight	9
Needle Burrower	9
Vengeful Servant	8
Blackback	8
Ebon Arrow	8
Flower Wolf	8
Karakuri Klock	8
Flame Spirit Ignis	8
Lineage of Destruction	8
Tuner Capture	8
Scrap Soldier	8
Power Pickaxe	8
D - Chain	8
B.E.S. Big Core MK-2	8
Performance of Sword	8
Fiend's Mirror	8
Garnecia Elefantis	8
The Flute of Summoning Dragon	8
Warrior of Tradition	8
Zanki	8
Greenkappa	8
Cyber Falcon	8
Yaiba Robo	8
Drooling Lizard	8
Midnight Fiend	8
Akihiron	8
Eternal Rest	8
Ocubeam	8
Lucky Trinket	8
Super War-Lion	8
War-Lion Ritual	8
Gernia	8
Fiend Reflection #2	8
Wow Warrior	8
Spell Gear	8
Qlimate Change	8
Qlipper Launch	8
Divine Dragon Apocralyph	8
Bi'an, Earth of the Yang Zing	8
Chiwen, Light of the Yang Zing	8
Jiaotu, Darkness of the Yang Zing	8
Yang Zing Path	8
Yang Zing Creation	8
Grisaille Prison	8
Blackwing - Hillen the Tengu-wind	8
Fire Formation - Tenken	8
Bujingi Crow	8
Shadow-Imprisoning Mirror	8
Form Change	8
Mask Change II	8
Masked HERO Dian	8
Cyber Network	8
Cursed Fig	8
Stardust Shimmer	8
Pot of Dichotomy	8
Ready for Intercepting	8
Shaddoll Hound	8
Hero's Rule 2	8
Gagagadraw	8
Norito the Moral Leader	8
Gravekeeper's Nobleman	8
Tachyon Chaos Hole	8
Twin Photon Lizard	8
Hierophant of Prophecy	8
Inzektor Dragonfly	8
Inzektor Hornet	8
Pot of Riches	8
Photon Pirate	8
Message in a Bottle	8
Photon Booster	8
Detonate	8
Kickfire	8
Molten Whirlwind Wall	8
Gorgon's Eye	8
Mermail Abyssnose	8
Abyss-scale of the Kraken	8
Triple Star Trion	8
Morphtronic Lantron	8
Morphtronic Vacuumen	8
Puny Penguin	8
Gwenhwyfar, Queen of Noble Arms	8
White Ninja	8
A Feint Plan	8
Skill Prisoner	8
Libic, Malebranche of the Burning Abyss	8
Virgil, Rock Star of the Burning Abyss	8
Nekroz of Unicore	8
Bite Bug	8
Fusion Tag	8
Fiend Griefing	8
Superheavy Samurai Battleball	8
Light Spiral	8
Contact Out	8
Gem-Knight Lapis	8
Photon Sabre Tiger	8
Daybreaker	8
Igknight Reload	8
Ignition Phoenix	8
Twilight Ninja Nichirin, the Chunin	8
Dragonic Tactics	8
Hieratic Seal of Supremacy	8
Driven Daredevil	8
Raging Eria	8
Constellar Alrescha	8
Non Aggression Area	8
Chronomaly Mayan Machine	8
Number Wall	8
Winged Egg of New Life	8
Zubaba Buster	8
Oni-Gami Combo	8
Performapal Pinch Helper	8
Cyber Barrier Dragon	8
Mecha Phantom Beast Harrliard	8
Inferno Tempest	8
Arsenal Robber	8
Appropriate	8
Linear Accelerator Cannon	8
Graverobber's Retribution	8
Pineapple Blast	8
Trap Master	8
The Eye of Timaeus	8
Amulet Dragon	8
Dimension Fortress Weapon	8
Battle Teleportation	8
Phantom Beast Wild-Horn	8
Battle Waltz	8
Miracle's Wake	8
Empty Machine	8
Regretful Rebirth	8
Blackwing - Bombardment	8
D/D/D Flame King Genghis	8
D/D/D Gust King Alexander	8
Berserk Scales	8
BOXer	8
Trick Box	8
Reject Reborn	8
Final Fusion	8
Firewall	8
Wee Witch's Apprentice	8
Borrelsword Dragon	8
Gouki Bearhug	8
Gouki Riscorpio	8
Gouki Re-Match	8
Rising Sun Slash	8
Bacon Saver	8
Heroic Retribution Sword	8
Toy Knight	8
Number C73: Abyss Supra Splash	8
Star Seraph Sovereignty	8
Evilswarm Golem	8
Performapal Fire Mufflerlion	8
Reborn Tengu	8
Particle Fusion	8
Anarchist Monk Ranshin	8
Acid Crawler	8
Evolsaur Darwino	8
Imperial Tombs of Necrovalley	8
Merlin	8
Ritual Beast Ulti-Pettlephin	8
Ritual Beast Ulti-Apelio	8
Ritual Beast Ulti-Cannahawk	8
Blessings for Gusto	8
Worm Erokin	8
Ghostrick Jackfrost	8
Coach King Giantrainer	8
Demise of the Land	8
Hazy Flame Hydra	8
Karakuri Cash Cache	8
Giant Axe Mummy	8
Decayed Commander	8
Zombie Tiger	8
Memory Crusher	8
Phantom Beast Cross-Wing	8
Weed Out	8
Bubble Crash	8
Cyber Soldier	8
Flame Ogre	8
Magical Blast	8
Lightning Punisher	8
Serial Spell	8
Light of Judgment	8
Goblin Black Ops	8
Goblin Decoy Squad	8
Chaos End	8
Ally of Justice Garadholg	8
Worm Hope	8
Gladiator Beast Octavius	8
Gladiator Beast Torax	8
Flamvell Dragnov	8
Naturia Sunflower	8
Delta Tri	8
Genex Ally Bellflame	8
Emissary from Pandemonium	8
Counter Gem	8
Infernity Randomizer	8
Scrap Crash	8
Scrap Hunter	8
Xyz Change Tactics	8
Mighty Guard	8
D/D Lilith	8
D/D Cerberus	8
Ghostrick-Go-Round	8
Nikitama	8
Rasetsu	8
Double Dragon Descent	8
Guerilla Kite	8
Sea Lord's Amulet	8
Diamond Dust	8
Heat Wave	8
Punch-in-the-Box	8
Augmented Heraldry	8
Fabled Dianaira	8
Battle Instinct	7
Dark Prisoner	7
Hypnocorn	7
Reanimation Wave	7
Spirit Burner	7
Morphtronic Cord	7
Kaminari Attack	7
D - Formation	7
Dark City	7
Over Destiny	7
Abyssal Designator	7
Reptilianne Servant	7
Ally of Justice Searcher	7
Alchemist of Black Spells	7
Hayabusa Knight	7
Lunar Queen Elzaim	7
Element Valkyrie	7
Mystical Sand	7
Chivalry	7
Supremacy Berry	7
Hidden Spellbook	7
Gatekeeper	7
Metal Guardian	7
Intercept	7
Card Breaker	7
Limiter Overload	7
Spiked Snail	7
Commencement Dance	7
Sectarian of Secrets	7
Nemuriko	7
Madjinn Gunn	7
The Drdek	7
Moon Envoy	7
Jigen Bakudan	7
Shine Palace	7
D. Human	7
King of Yamimakai	7
Hero of the East	7
Green Phantom King	7
Kanikabuto	7
Seiyaryu	7
Nekogal #2	7
Breath of Light	7
Empress Judge	7
Leogun	7
Silver Bow and Arrow	7
Dark Magician Knight	7
Ryu-Ran	7
Archfiend Empress	7
Metaphys Armed Dragon	7
Samsara, Dragon of Rebirth	7
Brotherhood of the Fire Fist - Leopard	7
Bujin Arasuda	7
Bujin Hirume	7
Bujinfidel	7
First of the Dragons	7
Vision HERO Adoration	7
Galaxy Serpent	7
Rider of the Storm Winds	7
Ghostrick Yuki-onna	7
Neos Force	7
Neko Mane King	7
Gemini Summoner	7
Swift Gaia the Fierce Knight	7
Absorbing Jar	7
Giant Soldier of Steel	7
Hieratic Seal of the Dragon King	7
Advance Draw	7
Empress of Prophecy	7
Gash the Dust Lord	7
Photon Cerberus	7
Photon Leo	7
Brushfire Knight	7
Laval Judgment Lord	7
Molten Conduction Field	7
Shadow of the Six Samurai - Shien	7
Madolche Cruffssant	7
Madolche Waltz	7
Darklight	7
Card Rotator	7
Naturia Beetle	7
Nopenguin	7
Airorca	7
Flyfang	7
Wingtortoise	7
Tasuke Knight	7
Dice-nied	7
Assault Counter	7
Road Synchron	7
Stellarknight Alpha	7
Final Gesture	7
DZW - Chimera Clad	7
Utopian Aura	7
Xyz Revenge Shuffle	7
Great Sorcerer of the Nekroz	7
Nekroz of Catastor	7
Physical Double	7
Ritual Buster	7
Ogre of the Scarlet Sorrow	7
Absorb Fusion	7
Remove Trap	7
Igknight Burst	7
Raptor's Ultimate Mace	7
Yosenju Magat	7
Synchro Cracker	7
Salvage Warrior	7
Performapal Trump Girl	7
Performapal Drummerilla	7
Performapal Dramatic Theater	7
Solo the Melodious Songstress	7
Owner's Seal	7
Continuous Destruction Punch	7
Molten Behemoth	7
Guardian of the Labyrinth	7
Souls of the Forgotten	7
Red-Eyes Black Dragon Sword	7
Time Magic Hammer	7
Virus Cannon	7
Curse of Fiend	7
Black Sonic	7
Seed of Deception	7
Limit Impulse	7
Darksea Rescue	7
Bee List Soldier	7
Starlight Junktion	7
Meklord Fortress	7
Odin's Eye	7
Necro Defender	7
Star Pendulumgraph	7
Ritual Weapon	7
D/D Savant Copernicus	7
Predapruning	7
Raptor's Gust	7
Rank-Up-Magic Raid Force	7
Magical Star Illusion	7
Constellar Tempest	7
Magic Hole Golem	7
Hero Mask	7
Sabatiel - The Philosopher's Stone	7
Synthesis Spell	7
Des Counterblow	7
Cyber Esper	7
Herculean Power	7
Earth Golem @Ignister	7
Scapeghost	7
Keeper of the Shrine	7
Cracking Dragon	7
Powercode Talker	7
Scramble!! Scramble!!	7
Noble Knight Bedwyr	7
Salamangreat Claw	7
Stinging Swordsman	7
Battlin' Boxer Big Bandage	7
Mirror Mail	7
Gimmick Puppet Shadow Feeler	7
Onomatopaira	7
Gogogo Golem - Golden Form	7
Impenetrable Attack	7
Heroic Challenger - Clasp Sword	7
Stoic Challenge	7
Train Connection	7
Acorno	7
Pinecono	7
Contract with the Dark Master	7
Vylon Segment	7
Evilswarm Zahak	7
Gem-Merchant	7
Hyper-Ancient Shark Megalodon	7
Ritual Beast Tamer Zeframpilica	7
Zefra Path	7
Water Spirit	7
Tuner's Barrier	7
Beelze of the Diabolic Dragons	7
Gladiator Beast Augustus	7
Gladiator Beast's Battle Halberd	7
Gladiator Beast Nerokius	7
Giant Trap Hole	7
Windaar, Sage of Gusto	7
Ghostrick Socuteboss	7
Hazy Glory	7
Armor Blast	7
Ancient Pixie Dragon	7
Number 64: Ronin Raccoon Sandayu	7
Infernoid Onuncu	7
Infernoid Seitsemas	7
Mystical Knight of Jackal	7
Inferno Hammer	7
Empress Mantis	7
Spirit of the Pot of Greed	7
Legendary Black Belt	7
Ekibyo Drakmord	7
Ghost Knight of Jackal	7
Element Doom	7
Weather Report	7
Magna-Slash Dragon	7
Royal Writ of Taxation	7
Simorgh, Bird of Ancestry	7
Red Ogre	7
Dark Crusader	7
Gladiator Beast Alexander	7
Doomsday Horror	7
White Potan	7
Fabled Dyf	7
Fabled Topi	7
Telekinetic Charging Cell	7
Lava Dragon	7
Arcana Call	7
Final Psychic Ogre	7
Dragunity Primus Pilus	7
Malefic Blue-Eyes White Dragon	7
Wattlemur	7
Second Booster	7
Warlock of the Ice Barrier	7
Steelswarm Caucastag	7
Naturia Stag Beetle	7
Naturia White Oak	7
Junk Blader	7
Scrap Sheen	7
Scrap Rage	7
Snapdragon	7
Vampiric Koala	7
T.G. Metal Skeleton	7
Blackwing - Jin the Rain Shadow	7
Wattkey	7
Raging Mad Plants	7
Battlin' Boxer Shadow	7
Jolt Counter	7
Number S39: Utopia Prime	7
Metallizing Parasite - Soltite	7
Evo-Instant	7
Evolsaur Elias	7
D/D Recruits	7
Photon Stream of Destruction	7
Number C43: High Manipulator of Chaos	7
Sirenorca	7
Psychic Rejuvenation	7
Smashing Horn	7
Recycle	7
Blossom Bombardment	6
Howl of the Wild	6
Binding Chain	6
Dragonic Knight	6
Blackwing - Abrolhos the Megaquake	6
Blackwing - Etesian of Two Swords	6
Black Thunder	6
Blackwing - Boobytrap	6
Golden Gearbox	6
Natural Tune	6
Tongue Twister	6
Dokuroyaiba	6
Power Invader	6
Factory of 100 Machines	6
Power Break	6
Destiny HERO - Double Dude	6
Ally of Justice Enemy Catcher	6
Disenchanter	6
Element Magician	6
Night Wing Sorceress	6
Novox's Prayer	6
Call of the Reaper	6
Fifth Hope	6
Skull Guardian	6
Beastly Mirror Ritual	6
Legion the Fiend Jester	6
Supporter in the Shadows	6
Tenderness	6
Giant Mech-Soldier	6
White Hole	6
Total Defense Shogun	6
Twin Long Rods #2	6
Sword Hunter	6
Des Volstgalph	6
Skull Stalker	6
Yormungarde	6
Stone Ghost	6
Mystical Moon	6
Rainbow Marine Mermaid	6
Hyosube	6
Violent Rain	6
Amphibious Bugroth	6
Tatsunootoshigo	6
LaMoon	6
Emperor of the Land and Sea	6
Invader from Another Dimension	6
Hard Armor	6
Sea Kamen	6
Dark Chimera	6
Kidmodo Dragon	6
Brotherhood of the Fire Fist - Caribou	6
Fire Formation - Kaiyo	6
Bujingi Ophidian	6
Masked HERO Dark Law	6
Meliae of the Trees	6
Dark Eradicator Warlock	6
Knight's Title	6
Dark Horus	6
Phantom Magician	6
Fusion Substitute	6
Vision HERO Trinity	6
Lillybot	6
Precious Cards from Beyond	6
Charioteer of Prophecy	6
Emperor of Prophecy	6
Stoic of Prophecy	6
Blue Flame Swordsman	6
Echo Oscillation	6
Synchro Barrier	6
Lightserpent	6
Kurivolt	6
Laval Blaster	6
Dustflame Blast	6
Madolche Baaple	6
Moulinglacia the Elemental Lord	6
Abyss-scale of Cetus	6
Abyss-scale of the Mizuchi	6
Morphtronic Magnen Bar	6
Naturia Ladybug	6
NEX	6
Noble Knight Eachtar	6
Armor Ninjitsu Art of Alchemy	6
Skystarray	6
ZS - Vanish Sage	6
Saffira, Queen of Dragons	6
Constellar Twinkle	6
Alich, Malebranche of the Burning Abyss	6
Calcab, Malebranche of the Burning Abyss	6
Dante, Traveler of the Burning Abyss	6
Vampire Grace	6
Wind-Up Snail	6
Dust Knight	6
Swords of Burning Light	6
General Raiho of the Ice Barrier	6
Exa, Enforcer of the Nekroz	6
Nekroz of Trishula	6
Mirror Ladybug	6
Kozmo Farmgirl	6
Kozmo Forerunner	6
Kozmo Sliprider	6
Kozmo Tincan	6
Kozmoll Wickedwitch	6
Kozmotown	6
Kozmojo	6
Cyber Dragon Infinity	6
Genesis Dragon	6
Contract Laundering	6
Dark Contract with Errors	6
D/D/D Dragon King Pendragon	6
Majespecter Cat - Nekomata	6
Majespecter Crow - Yata	6
Majespecter Fox - Kyubi	6
Majespecter Raccoon - Bunbuku	6
Majespecter Toad - Ogama	6
Majespecter Storm	6
Majesty's Pegasus	6
Crystal Rose	6
Fragment Fusion	6
Gem-Knight Lady Brilliant Diamond	6
Gem-Knight Lady Lapis Lazuli	6
Hammer Bounzer	6
Phantom Bounzer	6
Bounzer Guard	6
Goyo Emperor	6
Artifact Achilleshield	6
Artifact Beagalltach	6
Artifact Caduceus	6
Artifact Failnaught	6
Artifact Ignition	6
Artifact Durendal	6
Frightfur Sabre-Tooth	6
Edea the Heavenly Squire	6
Eidos the Underworld Squire	6
Erebus the Underworld Monarch	6
Yosenju Kodam	6
Metaphys Horus	6
Phantom Knights' Sword	6
Phantom Knights' Wing	6
Nobledragon Magician	6
Dragonpit Magician	6
Dragonpulse Magician	6
Oafdragon Magician	6
Performapal Elephammer	6
Monster Recovery	6
Fiend's Hand Mirror	6
Legend of Heart	6
Goddess Bow	6
Timaeus the Knight of Destiny	6
Red-Eyes Black Flare Dragon	6
Lord of the Red	6
Toon Ancient Gear Golem	6
Mimicat	6
Toon Briefcase	6
Backup Warrior	6
Tyrant Wing	6
Tyrant Burst Dragon	6
Synchro Strike	6
Blackwing - Kochi the Daybreak	6
Weeping Idol	6
Valerifawn, Mystical Beast of the Forest	6
Coral Dragon	6
Guard Dog	6
Domino Effect	6
Zaphion, the Timelord	6
Ancient Gear Fusion	6
Ancient Gear Howitzer	6
Assault Blackwing - Kunai the Drizzle	6
Cipher Twin Raptor	6
Cipher Wing	6
Cipher Mirror Knight	6
Cipher Etranger	6
Tornado Dragon	6
D/D Vice Typhon	6
D/D Savant Nikola	6
D/D Savant Thomas	6
Edge Imp Saw	6
Frightfur Leo	6
Predaplant Moray Nepenthes	6
Predaplant Sarraceniant	6
Predaplant Spinodionaea	6
Performapal Camelump	6
Tuning Magician	6
Enlightenment Paladin	6
Nirvana High Paladin	6
Odd-Eyes Arc Pendulum Dragon	6
Performapal Longphone Bull	6
Ancient Gear Frame	6
Raidraptor - Skull Eagle	6
Fusion Parasite	6
Scarlight Red Dragon Archfiend	6
Predaplant Squid Drosera	6
Astrograph Sorcerer	6
Chronograph Sorcerer	6
Baobaboon	6
Twilight Ninja Jogen	6
Infernal Incinerator	6
Advanced Dark	6
Cyclone Boomerang	6
Invader of Darkness	6
Life Absorbing Machine	6
Quantum Cat	6
Light Effigy	6
Vampire Vamp	6
Tindangle Angel	6
Tindangle Base Gardna	6
Tindangle Hound	6
Tindangle Delaunay	6
Tindangle Acute Cerberus	6
Cyberse Clock Dragon	6
Altergeist Dragvirion	6
Child's Play	6
Invocation	6
Magical Meltdown	6
World Carrotweight Champion	6
Cyberse Magician	6
Cynet Ritual	6
Widget Kid	6
Salvagent Driver	6
Three Strikes Barrier	6
Dragunity Knight - Romulus	6
Gouki Face Turn	6
Gouki The Master Ogre	6
Fishborg Planter	6
Marincess Mandarin	6
Marincess Sea Horse	6
Marincess Blue Slug	6
Marincess Coral Anemone	6
Marincess Marbled Rock	6
Morphtronic Smartfon	6
Last Chapter of the Noble Knights	6
Isolde, Two Tales of the Noble Knights	6
Rising Fire	6
Salamangreat Violet Chimera	6
Trickstar Delfiendium	6
Half Unbreak	6
Gimmick Puppet Humpty Dumpty	6
Gorgonic Ghoul	6
Mermail Abysslung	6
Mermail Abyssmander	6
Mermaid Shark	6
Galaxy Dragon	6
A Wild Monster Appears!	6
Heartfelt Appeal	6
Hero Heart	6
Evilswarm Coppelia	6
Yosenju Misak	6
Full-Force Strike	6
Machine Lord Ur	6
Overworked	6
Dinomist Brachion	6
Dinomist Ceratops	6
Dinomist Plesios	6
Dinomist Pteran	6
Dinomist Rex	6
Dinomist Spinos	6
Dinomist Stegosaur	6
Dinomist Charge	6
Dinomist Rush	6
Igknight Champion	6
Igknight Lancer	6
Igknight Cavalier	6
Dogoran, the Mad Flame Kaiju	6
